client_id,district_id,sex,age,age_group,account_id,type,loan_id,date,amount,duration,payments,status,trans_amount,balance
1208,70,F,23,20,1004.0,OWNER,5158,1998-04-11,188532,36,5237.0,C,3070249.2,13521687.4
1215,45,M,54,50,1011.0,OWNER,5160,1995-12-18,204000,60,3400.0,C,2172101.1,18473547.8
1216,65,F,53,50,1012.0,OWNER,5161,1994-10-28,98184,24,4091.0,A,3092181.0,16354911.1
1282,52,M,62,60,1068.0,OWNER,5169,1998-09-24,253200,60,4220.0,C,867300.1,5506632.7
1286,52,F,48,40,1071.0,OWNER,5170,1994-01-20,253200,60,4220.0,C,3758208.8,18544642.8
1300,45,M,19,10,1083.0,OWNER,5172,1998-04-16,50976,36,1416.0,C,672476.8,5079219.1
1311,54,F,42,40,1093.0,OWNER,5174,1997-06-13,385104,48,8023.0,C,3633392.0,11585521.9
1327,20,F,35,30,1106.0,OWNER,5176,1994-11-12,192552,24,8023.0,B,3544923.1,14174852.7
1404,11,F,30,30,1166.0,OWNER,5189,1994-02-07,149040,48,3105.0,A,2752879.3,16628566.2
1499,74,F,47,40,1242.0,OWNER,5206,1997-09-07,128544,24,5356.0,C,1753234.7,11774206.4
1501,68,M,52,50,1244.0,OWNER,5207,1997-02-28,35904,48,748.0,C,386647.5,4321522.9
1505,65,F,27,20,1247.0,OWNER,5208,1995-03-16,99696,48,2077.0,D,4873625.0,23544264.5
1509,62,F,56,50,1250.0,OWNER,5209,1996-11-25,182640,48,3805.0,C,1636313.9,6032463.8
1511,13,F,36,30,1252.0,OWNER,5210,1997-04-01,148140,36,4115.0,C,2160295.2,10305841.8
1516,38,F,52,50,1256.0,OWNER,5212,1995-05-29,71064,36,1974.0,A,1860759.9,13337139.1
1533,55,M,38,30,1270.0,OWNER,5214,1997-07-01,74772,36,2077.0,C,842845.0,4221868.5
1554,55,M,54,50,1284.0,OWNER,5221,1998-12-05,52512,12,4376.0,C,1097769.3,5324011.0
1594,56,M,59,50,1318.0,OWNER,5226,1998-10-11,185544,36,5154.0,C,378125.6,1294911.0
1608,53,M,57,50,1329.0,OWNER,5229,1997-09-06,23520,12,1960.0,A,711363.6,3807858.2
1662,53,M,31,30,1374.0,OWNER,5236,1997-09-15,389136,48,8107.0,C,2851976.2,9236395.0
1663,19,M,41,40,1375.0,OWNER,5237,1995-08-29,45336,24,1889.0,A,2428507.9,18368186.6
1681,34,M,58,50,1389.0,OWNER,5241,1998-09-02,125472,24,5228.0,C,1335993.8,6161932.7
1705,19,F,53,50,1407.0,OWNER,5245,1998-01-17,125472,24,5228.0,C,2589201.9,14081565.4
1755,65,F,33,30,1447.0,OWNER,5253,1997-06-03,100080,48,2085.0,C,608124.7,3729661.8
1793,41,F,53,50,1480.0,OWNER,5260,1998-01-19,123300,36,3425.0,C,2083468.6,8806297.2
1816,62,M,47,40,1498.0,OWNER,5265,1998-10-07,165780,60,2763.0,C,1258372.5,6087983.6
1851,31,F,23,20,1527.0,OWNER,5269,1994-11-19,164052,36,4557.0,B,3678761.3,14127114.9
1852,50,M,36,30,1528.0,OWNER,5270,1997-07-21,191088,48,3981.0,C,1201802.5,6343252.6
1913,69,M,30,30,1580.0,OWNER,5281,1997-11-27,194256,24,8094.0,C,2358454.6,10118374.3
1917,69,F,29,20,1583.0,OWNER,5282,1996-08-24,388512,48,8094.0,D,3824773.6,12953613.8
1944,31,F,41,40,1603.0,OWNER,5285,1994-02-06,78936,12,6578.0,A,1626580.4,15427757.1
1985,6,M,61,60,1638.0,OWNER,5287,1998-01-26,64224,24,2676.0,C,751561.2,4481811.3
2008,47,M,58,50,1656.0,OWNER,5293,1998-10-29,189792,48,3954.0,C,1180861.2,5073074.5
2063,68,F,48,40,1698.0,OWNER,5301,1996-07-06,141948,36,3943.0,C,1354822.1,9940395.3
2083,71,M,55,50,1718.0,OWNER,5304,1998-08-20,172272,24,7178.0,C,1345645.9,5260043.2
2136,28,F,58,50,1762.0,OWNER,5310,1995-04-28,248148,36,6893.0,A,2516425.2,14883785.9
2141,28,M,47,40,1766.0,OWNER,5311,1996-06-15,30060,60,501.0,C,2192293.7,13887602.2
2148,31,F,45,40,1772.0,OWNER,5312,1996-03-13,202788,36,5633.0,C,4837986.3,22382440.7
2153,36,F,49,40,1776.0,OWNER,5313,1998-05-27,43200,24,1800.0,C,481558.1,4076930.6
2166,30,F,51,50,1787.0,OWNER,5314,1993-07-05,96396,12,8033.0,B,4108891.9,17838608.3
2181,46,M,30,30,1801.0,OWNER,5316,1993-07-11,165960,36,4610.0,A,4751818.5,27535353.5
2190,28,M,24,20,1808.0,OWNER,5318,1998-09-30,385584,48,8033.0,C,1226566.0,7039020.7
2195,68,F,56,50,1811.0,OWNER,5319,1994-06-23,239460,60,3991.0,C,3371901.1,16501985.3
2205,55,M,46,40,1819.0,OWNER,5320,1998-01-11,143676,36,3991.0,C,1577246.2,9399177.8
2235,14,F,58,50,1843.0,OWNER,5325,1993-08-03,105804,36,2939.0,A,2764436.9,16479243.5
2259,19,F,48,40,1862.0,OWNER,5329,1996-10-16,396120,60,6602.0,C,3798555.1,16422955.5
2267,1,F,32,30,1869.0,OWNER,5332,1998-01-29,37944,36,1054.0,C,1528085.4,11462473.9
2277,1,M,19,10,1876.0,OWNER,5334,1998-09-10,209040,24,8710.0,C,590493.2,4228178.1
2288,32,F,41,40,1886.0,OWNER,5337,1996-07-31,162468,36,4513.0,C,1966167.6,6405886.6
2291,6,M,41,40,1888.0,OWNER,5338,1997-08-30,57360,12,4780.0,B,1674910.2,6875015.5
2316,1,M,28,20,1906.0,OWNER,5343,1997-10-08,44952,24,1873.0,C,1763953.1,10784425.8
2342,70,M,50,50,1928.0,OWNER,5346,1998-12-06,55632,24,2318.0,C,735241.4,3582033.2
2392,26,M,43,40,1967.0,OWNER,5350,1996-04-21,249312,48,5194.0,C,3681216.5,13769918.0
2403,1,F,35,30,1978.0,OWNER,5351,1994-12-04,205200,36,5700.0,A,4863125.9,31734178.1
2422,68,F,22,20,1993.0,OWNER,5352,1995-04-15,68400,12,5700.0,B,2170199.8,8130028.4
2430,5,M,61,60,2000.0,OWNER,5354,1998-07-14,290820,60,4847.0,C,657152.0,6254657.6
2451,42,M,59,50,2018.0,OWNER,5358,1997-01-21,38520,12,3210.0,A,568040.5,4337607.1
2470,53,M,55,50,2035.0,OWNER,5360,1998-01-25,176328,36,4898.0,C,1959683.5,14236539.5
2489,64,F,23,20,2051.0,OWNER,5363,1997-04-22,293880,60,4898.0,D,2893258.8,12363801.4
2494,37,M,27,20,2055.0,OWNER,5365,1998-07-19,271260,60,4521.0,C,460542.4,1321930.5
2501,70,F,58,50,2062.0,OWNER,5366,1996-10-29,86184,12,7182.0,A,3174046.1,12776446.0
2503,54,F,21,20,2064.0,OWNER,5367,1997-08-26,83628,36,2323.0,C,701742.5,3410470.8
2514,59,M,41,40,2073.0,OWNER,5368,1998-10-05,44640,24,1860.0,C,576532.9,3372239.6
2522,74,M,61,60,2080.0,OWNER,5369,1997-09-12,214596,36,5961.0,C,2093476.2,8165095.3
2550,1,F,22,20,2106.0,OWNER,5375,1996-10-03,101520,12,8460.0,A,926451.8,4142427.0
2560,70,F,24,20,2116.0,OWNER,5377,1997-08-04,92400,12,7700.0,A,1641811.4,9452946.9
2581,52,F,45,40,2134.0,OWNER,5382,1997-03-17,22932,36,637.0,C,762193.3,8230809.7
2590,42,F,34,30,2142.0,OWNER,5384,1998-03-07,23328,12,1944.0,C,647475.3,3431774.4
2592,1,F,18,10,2143.0,OWNER,5385,1996-09-09,71460,36,1985.0,C,1711435.0,7742109.2
2606,31,M,55,50,2153.0,OWNER,5388,1996-11-28,61560,12,5130.0,A,2347123.1,9168716.5
2621,51,M,42,40,2165.0,OWNER,5389,1997-08-22,78600,24,3275.0,C,925404.4,3722462.5
2623,16,F,33,30,2167.0,OWNER,5390,1994-10-30,170256,24,7094.0,A,3352120.3,22883011.0
2635,67,F,32,30,2176.0,OWNER,5395,1994-07-30,299088,36,8308.0,B,4076265.9,16419094.5
2647,9,M,58,50,2187.0,OWNER,5398,1997-11-04,53472,12,4456.0,A,3016412.4,14590549.7
2686,19,F,47,40,2218.0,OWNER,5409,1995-11-18,182040,60,3034.0,C,4380618.1,21211756.9
2698,31,F,28,20,2227.0,OWNER,5413,1995-12-12,92976,24,3874.0,A,5462143.7,26348301.1
2700,34,M,53,50,2228.0,OWNER,5414,1995-03-29,185952,48,3874.0,C,3214869.2,16619896.5
2708,73,M,40,40,2236.0,OWNER,5415,1996-09-26,139464,36,3874.0,D,1307127.2,3888280.8
2719,29,F,34,30,2245.0,OWNER,5418,1995-01-16,347952,48,7249.0,C,4887049.7,26729661.5
2720,1,F,49,40,2246.0,OWNER,5419,1997-02-05,415800,60,6930.0,C,2448279.9,8716061.9
2721,24,F,48,40,2247.0,OWNER,5420,1997-02-24,72504,24,3021.0,C,1614459.0,12194909.3
2739,13,M,48,40,2262.0,OWNER,5428,1998-12-02,230220,36,6395.0,C,2552456.5,10722125.3
2746,1,M,27,20,2268.0,OWNER,5429,1996-07-18,20196,36,561.0,C,2311198.0,15807368.2
2759,2,M,24,20,2279.0,OWNER,5435,1998-06-01,314688,48,6556.0,C,2172713.9,8333477.9
2809,33,M,19,10,2322.0,OWNER,5445,1996-06-29,46320,24,1930.0,A,3132777.2,20932281.1
2822,50,M,40,40,2334.0,OWNER,5446,1997-08-04,48312,24,2013.0,C,1163644.9,6997559.5
2823,70,F,52,50,2335.0,OWNER,5447,1997-11-12,541200,60,9020.0,D,1033905.6,2201190.9
2831,68,F,18,10,2343.0,OWNER,5449,1995-11-04,99336,24,4139.0,A,1261085.0,11848563.3
2834,52,M,49,40,2345.0,OWNER,5450,1994-12-11,199680,60,3328.0,C,2684995.8,13135026.2
2841,18,F,25,20,2350.0,OWNER,5451,1997-05-11,159744,48,3328.0,C,2190575.6,10309736.8
2843,70,F,32,30,2352.0,OWNER,5452,1996-04-29,49440,60,824.0,C,2037010.8,21245516.3
2853,28,F,42,40,2361.0,OWNER,5453,1995-04-01,156672,36,4352.0,A,1193211.4,7240009.5
2915,33,F,44,40,2413.0,OWNER,5463,1998-10-06,17952,12,1496.0,C,463341.5,2409225.2
2922,43,M,58,50,2419.0,OWNER,5464,1995-01-30,95808,12,7984.0,A,6025956.8,27883782.8
2952,52,F,20,20,2445.0,OWNER,5469,1997-12-26,293160,60,4886.0,C,2592316.4,10474280.4
2966,65,M,43,40,2456.0,OWNER,5470,1996-04-15,200976,48,4187.0,C,2308608.7,10852185.9
3001,1,M,40,40,2486.0,OWNER,5479,1994-01-10,24516,12,2043.0,A,6910402.4,29842848.4
3013,51,F,48,40,2496.0,OWNER,5482,1996-01-12,165120,60,2752.0,C,1005186.8,6810582.3
3038,6,F,52,50,2516.0,OWNER,5486,1997-06-13,466608,48,9721.0,C,1377431.3,9129741.1
3072,1,M,62,60,2545.0,OWNER,5491,1998-02-13,428784,48,8933.0,C,699659.8,3739246.5
3103,64,F,25,20,2572.0,OWNER,5494,1996-06-13,360000,48,7500.0,C,5248307.6,22517468.9
3113,60,F,27,20,2580.0,OWNER,5495,1996-08-02,89340,60,1489.0,C,1026321.0,13319034.7
3163,1,F,34,30,2622.0,OWNER,5501,1998-05-21,136344,24,5681.0,C,862198.6,6099757.8
3251,52,F,36,30,2694.0,OWNER,5519,1994-03-08,91632,12,7636.0,A,2746040.1,22665202.9
3257,73,F,20,20,2699.0,OWNER,5520,1998-08-30,231168,48,4816.0,C,2293691.6,10007972.9
3264,63,F,48,40,2705.0,OWNER,5523,1993-12-08,93888,36,2608.0,A,2734057.8,14952604.4
3284,2,M,62,60,2720.0,OWNER,5525,1998-04-27,93888,36,2608.0,C,2073922.5,10634983.7
3291,52,M,51,50,2725.0,OWNER,5526,1998-11-08,69624,36,1934.0,C,879542.9,8151339.4
3294,52,M,41,40,2728.0,OWNER,5527,1998-06-15,156420,60,2607.0,C,1053220.3,5300372.4
3324,26,F,27,20,2753.0,OWNER,5531,1997-09-30,66432,24,2768.0,C,1610386.3,6973351.4
3326,57,F,46,40,2754.0,OWNER,5532,1997-05-04,335280,48,6985.0,C,3122189.8,9689960.3
3335,11,M,31,30,2762.0,OWNER,5533,1994-07-05,111384,24,4641.0,A,7399357.6,38651987.2
3414,11,F,51,50,2824.0,OWNER,5549,1994-07-16,50460,60,841.0,C,2045520.2,23378590.5
3471,1,F,46,40,2872.0,OWNER,5556,1997-05-19,268320,60,4472.0,C,749676.7,3285308.4
3517,68,F,45,40,2910.0,OWNER,5561,1998-08-29,437460,60,7291.0,C,1320835.1,3794149.8
3519,74,M,49,40,2912.0,OWNER,5563,1996-02-29,380160,60,6336.0,C,5610280.7,25086618.9
3542,10,M,59,50,2933.0,OWNER,5568,1994-05-17,272520,60,4542.0,C,5018901.5,24740235.7
3546,3,M,27,20,2936.0,OWNER,5569,1998-01-20,504000,60,8400.0,C,859679.1,5372654.1
3576,1,F,59,50,2962.0,OWNER,5576,1994-12-21,31248,12,2604.0,A,4846354.8,25499145.0
3601,19,M,60,60,2982.0,OWNER,5582,1998-04-17,41256,12,3438.0,C,3303860.4,20245549.3
3606,63,M,40,40,2986.0,OWNER,5584,1997-12-06,24792,24,1033.0,C,1569328.8,12132872.6
3608,66,M,51,50,2988.0,OWNER,5585,1998-07-08,88608,12,7384.0,C,2117215.8,9111911.5
3616,77,F,34,30,2994.0,OWNER,5586,1996-09-14,48744,36,1354.0,C,1328154.7,10660405.4
3629,42,M,51,50,3005.0,OWNER,5589,1998-06-05,390000,48,8125.0,C,1120284.3,4530048.1
3649,10,F,39,30,3021.0,OWNER,5591,1996-12-04,155616,48,3242.0,C,1366951.3,5637834.1
3670,44,F,18,10,3037.0,OWNER,5593,1996-04-18,277884,36,7719.0,D,2323553.6,8959662.1
3687,49,M,26,20,3050.0,OWNER,5595,1994-09-02,82896,12,6908.0,A,6079276.8,34715543.9
3705,1,F,33,30,3064.0,OWNER,5599,1995-03-21,15420,12,1285.0,A,1505693.3,17666977.7
3730,59,F,53,50,3084.0,OWNER,5606,1996-08-28,253512,36,7042.0,D,1643052.1,6279946.7
3763,38,F,21,20,3112.0,OWNER,5610,1996-02-24,123216,48,2567.0,C,4823288.0,32215573.2
3767,14,M,62,60,3115.0,OWNER,5611,1996-11-15,321180,60,5353.0,C,2306532.6,7461470.4
3793,39,F,47,40,3137.0,OWNER,5614,1998-09-21,253560,60,4226.0,C,1281130.2,5101838.8
3800,38,F,44,40,3143.0,OWNER,5616,1998-05-15,130896,24,5454.0,C,579366.3,5942621.5
3822,48,M,45,40,3161.0,OWNER,5620,1998-06-16,30012,12,2501.0,C,1551426.3,7315039.6
3829,59,M,26,20,3166.0,OWNER,5624,1995-01-03,177744,48,3703.0,D,4153098.9,21885284.1
3855,29,M,59,50,3189.0,OWNER,5625,1996-12-15,222180,60,3703.0,D,1452144.3,6728422.6
3906,64,M,62,60,3229.0,OWNER,5634,1997-05-01,39024,12,3252.0,A,2461455.6,14828961.0
3907,1,F,44,40,3230.0,OWNER,5635,1996-10-04,77184,36,2144.0,C,3112670.2,12421454.6
3929,74,M,42,40,3249.0,OWNER,5638,1997-08-27,68124,12,5677.0,A,1150134.0,6075188.9
3962,74,M,46,40,3273.0,OWNER,5643,1997-09-21,94512,12,7876.0,B,3915480.2,8994584.2
3984,1,F,34,30,3293.0,OWNER,5644,1998-11-27,276084,36,7669.0,C,1653969.1,9165349.3
4024,3,M,34,30,3329.0,OWNER,5651,1997-12-08,19248,12,1604.0,A,1075420.3,5956556.2
4055,74,F,46,40,3353.0,OWNER,5656,1997-02-09,146064,24,6086.0,C,1974671.0,9986888.0
4056,63,F,46,40,3354.0,OWNER,5657,1994-07-05,4980,12,415.0,A,1453534.7,13466345.4
4099,12,F,53,50,3390.0,OWNER,5665,1998-03-11,40632,12,3386.0,C,1020353.0,11072715.0
4114,63,M,34,30,3403.0,OWNER,5669,1998-06-27,71820,36,1995.0,C,1403540.2,7491078.7
4132,42,M,36,30,3418.0,OWNER,5674,1997-06-10,207264,48,4318.0,C,2240813.5,9315299.0
4169,58,F,18,10,3448.0,OWNER,5681,1997-10-20,68664,24,2861.0,C,1309039.9,5620513.1
4177,34,M,63,60,3455.0,OWNER,5682,1997-03-07,67464,12,5622.0,A,2344785.9,10007968.0
4182,16,M,57,50,3460.0,OWNER,5683,1998-05-29,140688,48,2931.0,C,1035997.8,5501557.5
4217,9,F,47,40,3489.0,OWNER,5693,1995-08-01,44088,24,1837.0,A,1666436.8,12964906.4
4291,58,F,47,40,3556.0,OWNER,5698,1998-09-22,174840,60,2914.0,C,631359.7,3897658.1
4299,50,F,21,20,3562.0,OWNER,5699,1998-05-24,174960,24,7290.0,C,2537116.6,13074465.2
4352,72,M,27,20,3608.0,OWNER,5706,1996-05-24,161496,36,4486.0,C,2604070.7,15800254.0
4377,48,M,20,20,3629.0,OWNER,5713,1995-05-30,158760,60,2646.0,C,2303440.2,12126712.0
4386,53,F,53,50,3637.0,OWNER,5718,1997-09-01,14028,12,1169.0,A,1286843.7,16085525.6
4417,1,M,22,20,3664.0,OWNER,5719,1997-09-20,271584,48,5658.0,C,2457856.4,13141050.4
4428,38,M,44,40,3674.0,OWNER,5723,1994-09-10,23628,12,1969.0,A,6941710.4,38684290.0
4433,1,M,30,30,3678.0,OWNER,5724,1995-02-05,316140,60,5269.0,D,1600794.8,3986552.5
4434,64,M,34,30,3679.0,OWNER,5725,1996-07-23,444864,48,9268.0,C,1660409.3,9832356.0
4474,3,F,34,30,3711.0,OWNER,5731,1997-11-05,460980,60,7683.0,D,768064.3,2459272.5
4520,1,F,41,40,3747.0,OWNER,5739,1995-01-02,76380,12,6365.0,A,1281871.1,7514273.2
4527,1,F,35,30,3752.0,OWNER,5740,1995-04-02,18564,12,1547.0,A,1761164.8,17404424.3
4529,37,M,22,20,3754.0,OWNER,5741,1996-11-03,68544,24,2856.0,A,2136510.0,15563265.4
4584,7,F,49,40,3804.0,OWNER,5750,1996-02-08,63252,12,5271.0,A,3920229.9,20577846.9
4620,54,F,59,50,3834.0,OWNER,5754,1994-09-28,23052,12,1921.0,A,2216813.5,16046255.2
4652,53,M,36,30,3859.0,OWNER,5758,1997-05-02,307200,60,5120.0,D,1797724.2,5478756.9
4656,1,M,56,50,3862.0,OWNER,5760,1998-09-18,74916,36,2081.0,C,2597879.8,12048503.8
4672,44,M,49,40,3875.0,OWNER,5765,1998-02-10,153936,24,6414.0,C,1142986.5,4304294.0
4710,52,F,37,30,3906.0,OWNER,5772,1998-03-08,334620,60,5577.0,C,1242219.8,6229565.4
4712,37,F,38,30,3907.0,OWNER,5773,1998-03-16,133848,24,5577.0,C,1863653.8,7751477.6
4722,8,M,26,20,3916.0,OWNER,5774,1998-07-12,96984,36,2694.0,C,535178.2,1784682.2
4754,27,F,59,50,3942.0,OWNER,5779,1997-10-14,107352,36,2982.0,C,2442734.6,11412607.8
4768,1,F,38,30,3953.0,OWNER,5782,1998-01-04,63576,12,5298.0,C,1265791.8,7284458.7
4786,54,M,60,60,3967.0,OWNER,5784,1997-03-29,84600,36,2350.0,D,2395968.3,10789368.6
4861,57,F,21,20,4033.0,OWNER,5790,1997-03-20,84288,48,1756.0,C,648745.1,5554099.0
4882,36,M,20,20,4052.0,OWNER,5799,1997-12-28,106128,36,2948.0,C,1023568.9,5781432.0
4916,52,M,59,50,4079.0,OWNER,5804,1995-04-05,158976,48,3312.0,C,4943003.7,29968227.0
4918,11,M,30,30,4081.0,OWNER,5805,1995-11-28,137904,24,5746.0,B,1078087.5,2188003.2
4937,54,F,38,30,4099.0,OWNER,5808,1997-07-31,41856,48,872.0,C,1193199.2,10636993.6
4956,6,M,52,50,4116.0,OWNER,5815,1998-06-03,151200,36,4200.0,C,1399307.5,4945094.5
4968,50,M,60,60,4127.0,OWNER,5817,1997-08-15,100800,24,4200.0,D,576619.3,2509902.5
4993,1,F,25,20,4144.0,OWNER,5823,1998-06-21,212976,36,5916.0,C,2022833.0,8847536.7
5050,62,M,47,40,4190.0,OWNER,5830,1997-08-28,405780,60,6763.0,C,1114248.9,10110628.1
5133,66,F,39,30,4259.0,OWNER,5836,1994-08-27,79632,24,3318.0,A,5438813.6,25604028.4
5134,58,F,31,30,4260.0,OWNER,5837,1994-06-29,244560,60,4076.0,C,3269041.8,11169195.7
5143,77,M,25,20,4268.0,OWNER,5841,1998-11-04,41988,12,3499.0,C,628933.0,5492954.9
5171,64,F,42,40,4293.0,OWNER,5850,1997-05-22,164196,36,4561.0,C,2699565.9,11680806.2
5203,61,F,53,50,4320.0,OWNER,5856,1997-08-09,51360,12,4280.0,B,2877718.4,9297126.8
5224,29,M,49,40,4337.0,OWNER,5861,1994-12-08,51408,24,2142.0,A,5075329.5,25915983.4
5232,74,F,50,50,4342.0,OWNER,5862,1997-12-09,100128,24,4172.0,C,2553947.7,16891003.7
5245,38,F,56,50,4354.0,OWNER,5865,1998-10-30,327660,60,5461.0,C,1632096.7,7286605.0
5253,69,F,52,50,4361.0,OWNER,5868,1997-03-29,90156,12,7513.0,A,3330548.5,15830895.6
5318,74,M,30,30,4413.0,OWNER,5876,1995-02-08,221280,48,4610.0,C,4279384.7,14638509.8
5320,17,F,47,40,4414.0,OWNER,5877,1995-02-23,97224,24,4051.0,A,1793660.2,16287002.4
5322,73,F,42,40,4415.0,OWNER,5878,1997-04-01,74040,12,6170.0,A,2209081.1,19544780.2
5333,39,F,31,30,4423.0,OWNER,5880,1995-10-31,73836,36,2051.0,A,2712538.2,14530841.6
5337,1,M,37,30,4427.0,OWNER,5882,1994-09-26,87816,12,7318.0,A,1617538.9,6971075.8
5364,62,M,34,30,4447.0,OWNER,5886,1996-10-31,192744,36,5354.0,C,1953573.4,8910765.5
5366,60,F,27,20,4448.0,OWNER,5887,1994-10-03,192744,36,5354.0,A,4689696.8,28960868.4
5376,14,M,28,20,4456.0,OWNER,5889,1998-02-09,321240,60,5354.0,C,2207213.3,13610678.0
5384,73,M,63,60,4462.0,OWNER,5892,1996-05-14,66480,24,2770.0,B,1940836.7,6280754.2
5389,17,M,30,30,4467.0,OWNER,5893,1998-08-03,86184,36,2394.0,C,647627.1,3267779.3
